compound_id,smiles,salt
145,CCCCCCCCCC1CCCC(=O)O1,0
146,CC(C)COC(=O)/C=C/c1ccccc1,0
147,CC(C)CCS,0
148,COc1ccccc1OC(=O)Cc1ccccc1,0
149,CCCCCCCCCCC(=O)O,0
150,CC/C=C1/OC(=O)c2ccccc21,0
151,CCC(=O)O,0
152,CCCCCC=O,0
153,CCOC(=O)CCC(=O)OCC,0
154,CC(=O)c1ccccc1N,0
155,Cc1cccc2nccnc12,0
156,CC(=O)c1ccc2ccccc2c1,0
157,CC(C)CO,0
158,CC/C=C\CCOC(=O)CC,0
159,CCOC(=O)c1ccco1,0
160,CCC(C)C1CCCCC1=O,0
161,COc1cc(C=O)ccc1O,0
162,CC/C=C/CCO,0
163,CCC=O,0
164,O=C(Cc1ccccc1)Cc1ccccc1,0
165,C/C=C/c1ccc(OC)c(OC)c1,0
166,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,0
167,CCSSCC,0
168,C=CC(CCCCC)OC(C)=O,0
169,CCc1ccccc1O,0
170,CCCC(O)CC(=O)OCC,0
171,COc1ccc2ccccc2c1,0
172,CC[C@@H](C)O,0
173,CCCCC=O,0
174,COC(C)=O,0
175,CCCCO,0
176,CSCCCO,0
177,COc1ccccc1S,0
178,CC(C)CCOC(=O)/C=C/c1ccccc1,0
179,CC(C)c1ccc(CO)cc1,0
180,O=Cc1ccccc1O,0
181,CCOc1ccc(C=O)cc1,0
182,CCCCCO,0
183,CCC(C)=O,0
184,CCC(C)C=O,0
185,CC/C=C\CCOC(=O)C(C)O,0
186,CCC(=O)OCc1ccccc1,0
187,CC/C=C\CCOC(=O)Cc1ccccc1,0
188,O=C(O)/C=C/C(=O)O,0
189,CCC/C=C/CO,0
190,CC(C)=CCO,0
191,CCOC(C)=O,0
192,c1ccc(CSSCc2ccccc2)cc1,0
193,CCOC(C)OCC,0
194,CCc1ccco1,0
195,COc1cc(C)ccc1C(C)C,0
196,CCCC(C)=O,0
197,CC(C)=CCC/C(C)=C/C=O,0
198,C=CCOC(=O)CCCCC,0
199,CC(C)=CCCC(C)CCO,0
200,CCC(OC)OC,0
201,CC1=CCC(C(C)(C)O)CC1,0
202,O=C(O)CSCC(=O)O,0
