compound_id,smiles,salt
457,CC(C)CC(=O)CC(C)C,0
458,CC(C)CC(=O)O,0
459,CC(C)CC(=O)OCC,0
460,CC(C)CC(=O)OCCC(C)C,0
461,CC(C)CC(C)(C)CC,0
462,CC(C)CC(C)C,0
463,CC(C)CC(C)CC,0
464,CC(C)CC(C)CC(=O)CC(C)C,0
465,CC(C)CC(C)CC(C)CCC,0
466,CC(C)CC(C)CC(C)CCCC,0
467,CC(C)CC(C)CC(C)CCCCCC,0
468,CC(C)CC(C)CC(C)CCCCCCC,0
469,CC(C)CC(C)CC(C)CCCCCCCCC,0
470,CC(C)CC(C)CC(C)CCCCCCCCCCC,0
471,CC(C)CC(C)CCCC,0
472,CC(C)CC(O)=O,0
473,CC(C)CC(O)CC(C)C,0
474,CC(C)CC1=CC=CC=C1,0
475,CC(C)CC1CCCCC1,0
476,CC(C)CCC(C)C,0
477,CC(C)CCC(C)CCC,0
478,CC(C)CCCC,0
479,CC(C)CCCC(C)C,0
480,CC(C)CCCC(C)CC,0
481,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,0
482,CC(C)CCCCC,0
483,CC(C)CCCCC(C)C,0
484,CC(C)CCCCCC,0
485,CC(C)CCCCCCC,0
486,CC(C)CCCCCCCC,0
487,CC(C)CCCCCCCCC,0
488,CC(C)CCCCCCCCCC,0
489,CC(C)CCCCCCCCCCC,0
490,CC(C)CCCCCCCO,0
491,CC(C)CCO,0
492,CC(C)CCOP(=O)(OCCC(C)C)OCCC(C)C,0
493,CC(C)CCSCCC(C)C,0
494,CC(C)CCl,0
495,CC(C)CNCC(C)C,0
496,CC(C)COC(=O)C(=C)C,0
497,CC(C)COC(=O)C(C)C,0
498,CC(C)COC(=O)C=C,0
499,CC(C)COC(C)(C)C,0
500,CC(C)COCC(C)C,0
501,CC(C)COCCO,0
502,CC(C)CS,0
503,CC(C)C[Al](CC(C)C)CC(C)C,0
504,CC(C)C[Al](Cl)CC(C)C,0
505,CC(C)Cc1ccccc1,0
506,CC(C)NC(C)C,0
507,CC(C)O,0
508,CC(C)OC(C)C,0
509,CC(C)OCC(C)C,0
510,CC(C)OCCO,0
511,CC(C)SC(C)C,0
512,CC(C)[N+](=O)[O-],0
513,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0
514,CC(C)c1ccccc1,0
515,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,0
516,CC(CC1C)(CCC1)C,0
517,CC(Cl)(Cl)Cl,0
518,CC(Cl)C(Cl)C,0
519,CC(Cl)Cl,0
520,CC(F)(F)CC(C)(F)F,0
521,CC(F)(F)CC(F)(F)F,0
522,CC(I)C,0
523,CC(N)CN,0
524,CC(O)=S,0
525,CC(O)C,0
526,CC(O)C#N,0
527,CC(O)C(=O)OC,0
528,CC(O)C(=O)OCC,0
529,CC(O)C(C)O,0
530,CC(O)CC,0
531,CC(O)CC=O,0
532,CC(O)CCCC,0
533,CC(O)CCCCC,0
534,CC(O)CCO,0
535,CC(O)CCl,0
536,CC(O)CN,0
537,CC(O)CN(C)C,0
538,CC(O)CO,0
539,CC(O)COC,0
540,CC(O)COC(=O)C(C)=C,0
541,CC(O)COC(C)C,0
542,CC(O)COC(C)COC(C)(C)(C),0
543,CC(O)COC(C)COC(C)CO,0
544,CC(O)COC(C)COC(C)COC(C)CO,0
545,CC(O)COC(C)COC(C)COC(C)COC(C)CO,0
546,CC(O)COC(C)COCC(O)C,0
547,CC(O)COC(C)COCCC,0
548,CC(O)COC(C)COCCCC,0
549,CC(O)COCC(O)C,0
550,CC(O)COCCC,0
551,CC(OC(C)C)=O,0
552,CC(OC(C)C)C,0
553,CC(OC)CO,0
554,CC(OC)COC,0
555,CC(OCC(C)C)=O,0
556,CC(OCCCC)OCCCC,0
557,CC(OCCCCCC)=O,0
558,CC(S)(C)CC(C)(C)C,0
559,CC(S)C,0
560,CC(S)CC,0
561,CC(S)CCC,0
562,CC([N+](=O)[O-])C,0
563,CC/C(C)=N/O,0
564,CC/C=C/C=C,0
565,CC/C=C/CCC,0
566,CC/C=C/CCCC,0
567,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,0
568,CC/C=C\CC,0
569,CC/C=C\CCC,0
570,CC/C=C\CCCC,0
571,CC/C=C\CCO,0
572,CC/C=C\CCOC(C)=O,0
573,CC/C=C\CCOC=O,0
574,CC1(C)OCC(CO)O1,0
575,CC1=C(C)C=CC(C)=C1,0
576,CC1=C(C)SC=C1,0
577,CC1=CC(=CC(=C1)C(C)C)C(C)C,0
578,CC1=CC(C)=C(C)S1,0
579,CC1=CC(C)=CC(C)=C1,0
580,CC1=CC=C(CC)C=C1,0
581,CC1=CC=CC(C)=C1C,0
582,CC1=CC=CC(CC)=C1,0
583,CC1=CC=CC=C1CC,0
584,CC1=CCC(=C(C)C)CC1,0
585,CC1=CSC=C1C,0
586,CC1CCC(=O)C1,0
587,CC1CCC(=O)O1,0
588,CC1CCC2=C1C=C(C=C2)C,0
589,CC1CCCC(C)C1,0
590,CC1CCCCC1,0
591,CC1CCCCC1=O,0
592,CC1CCCCC1C,0
593,CC1CCCCC1O,0
594,CC1CCCO1,0
595,CC1CCCS1,0
596,CC1CO1,0
597,CC1COC(=O)O1,0
598,CC=C=CC,0
599,CC=CC(=O)OCC,0
600,CC=CCOC(=O)C,0
601,CC=CCOCCO,0
602,CCBr,0
603,CCC#CCC,0
604,CCC#N,0
605,CCC(=O)C(C)C,0
606,CCC(=O)CC,0
607,CCC(=O)CCC,0
608,CCC(=O)CCC(C)C,0
609,CCC(=O)CCCC,0
610,CCC(=O)CCCCC,0
611,CCC(=O)CCCCCC,0
612,CCC(=O)O,0
613,CCC(=O)OC,0
614,CCC(=O)OC(=O)CC,0
615,CCC(=O)OCC,0
616,CCC(=O)OCCC,0
617,CCC(=O)OCCCC,0
618,CCC(=O)c1ccccc1,0
619,CCC(C)(C)C,0
620,CCC(C)(C)C(=O)O,0
621,CCC(C)(C)CC,0
622,CCC(C)(C)CC(C)CC,0
623,CCC(C)(C)O,0
624,CCC(C)(C)OC,0
625,CCC(C)(C)OCC,0
626,CCC(C)(CC)CC,0
627,CCC(C)(N)C,0
628,CCC(C)Br,0
629,CCC(C)C(C)CC,0
630,CCC(C)C=O,0
631,CCC(C)CCCC,0
632,CCC(C)CCCCC,0
633,CCC(C)CCCCCC,0
634,CCC(C)CCCCCCC,0
635,CCC(C)CCCCCCCC,0
636,CCC(C)CCCCCCCCC,0
637,CCC(C)CCCCCCCCCC,0
638,CCC(C)CCCCCO,0
639,CCC(C)CCO,0
640,CCC(C)Cl,0
641,CCC(C)O,0
642,CCC(C)OC(=O)C=C,0
643,CCC(C)OC(C)(C)C,0
644,CCC(C)OC(C)CC,0
645,CCC(C)OC=O,0
646,CCC(C)c1ccccc1,0
647,CCC(C1=CC=CC=C1)C,0
648,CCC(C1CCCCC1)C,0
649,CCC(CC)(CC)CC,0
650,CCC(CC)C(=O)O,0
651,CCC(CC)CC,0
652,CCC(CC)CCC,0
653,CCC(CC)CCCC,0
654,CCC(Cl)C,0
655,CCC(Cl)Cl,0
656,CCC(N)C,0
657,CCC(O)C(C)CO,0
658,CCC(O)CC,0
659,CCC(O)CCC,0
660,CCC(O)CCCC,0
661,CCC(O)CO,0
662,CCC/C=C/CCC,0
663,CCC/C=C/COC(C)=O,0
664,CCC/C=C\CCC,0
665,CCC1=C(C=C)C=CC=C1,0
666,CCC1=C(CC)C=CC=C1,0
667,CCC1=CC(C=C)=CC=C1,0
668,CCC1=CC(CC)=CC=C1,0
669,CCC1=CC=C(CC)C=C1,0
670,CCC1=CCCCC1,0
671,CCC1CCCCC1,0
672,CCC1CCCS1,0
673,CCC=CCC=CCC=CCCCCCCCC(=O)O,0
674,CCC=O,0
675,CCCBr,0
676,CCCC(=O)CCCC,0
677,CCCC(=O)CCCCC,0
678,CCCC(=O)O,0
679,CCCC(=O)OC,0
680,CCCC(=O)OC(=O)CCC,0
681,CCCC(=O)OCC,0
682,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,0
683,CCCC(=O)OCCC(C)C,0
684,CCCC(C)(C)C(=O)O,0
685,CCCC(C)=O,0
686,CCCC(C)C,0
687,CCCC(C)CC=O,0
688,CCCC(C)CCC,0
689,CCCC(C)CCCC,0
690,CCCC(C)CCCCC,0
691,CCCC(C)O,0
692,CCCC(O)C,0
693,CCCC(OC(C)CCCCCCCCC)=O,0
694,CCCC(OCC)=O,0
695,CCCC(OCCC)=O,0
696,CCCC(OCCCC)=O,0
697,CCCC1=CC=CC=C1,0
698,CCCC1CCCCC1,0
699,CCCC=C(CC)C=O,0
700,CCCCC,0
701,CCCCC(=O)O,0
702,CCCCC(=O)OCC,0
703,CCCCC(=O)OCCCC,0
704,CCCCC(C)C(=O)O,0
705,CCCCC(C)C=O,0
706,CCCCC(C)CCCC,0
707,CCCCC(C)CCCO,0
708,CCCCC(CC)C(=O)O,0
709,CCCCC(CC)C=O,0
710,CCCCC(CC)CC=O,0
711,CCCCC(CC)CCO,0
712,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,0
713,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0
714,CCCCC(CC)COC(C)=O,0
715,CCCCC(CC)COCCO,0
716,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0
717,CCCCC(OC(C)CCCCCCCCC)=O,0
718,CCCCC(OCC)=O,0
719,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,0
720,CCCCC1=CC=CC=C1,0
721,CCCCC1CCCCC1,0
722,CCCCCBr,0
723,CCCCCC,0
724,CCCCCC#N,0
725,CCCCCC(=O)O,0
726,CCCCCC(=O)OCC,0
727,CCCCCC(C)CO,0
728,CCCCCC(OC)=O,0
729,CCCCCC(OCC(OC(CCCCC)=O)COC(CCCCC)=O)=O,0
730,CCCCCC1CCCCC1,0
731,CCCCCC=O,0
732,CCCCCCBr,0
733,CCCCCCC,0
734,CCCCCCC(=O)O,0
735,CCCCCCC(C)(C)S,0
736,CCCCCCC(C)C(=O)O,0
737,CCCCCCC(CCCC)CO,0
738,CCCCCCC(O)C,0
739,CCCCCCC(OC(C)CCCCCC)=O,0
740,CCCCCCC(OC(C)CCCCCCCCC)=O,0
