compound_id,smiles
329,O=S(=O)([O-])[O-].[K+].[K+]
330,CCCCCCCCCCO
331,O=CN1CCOCC1
332,CCCCCCCCC
333,OCCCCCO
334,OCCCCO
335,O=S(=O)(F)[N-]S(=O)(=O)F.[Li+]
336,CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F
337,CC(=O)[O-].CCCC[NH3+]
338,CCCC[NH3+].O=[N+]([O-])[O-]
339,C[n+]1cc([O-])on1
340,CC(C)(C)C(=O)O
341,CCCN(CCC)CCC
342,CCCCN(CCCC)CCCC
343,CCCCCN
344,CCCCNCCCC
345,CN(C)C(=O)N(C)C
346,[Br-].[K+]
347,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
348,C[n+]1ccn(CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
349,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
350,OC(O)C(Cl)(Cl)Cl
351,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
352,CCCOC(C)=O
353,CCCC(=O)OCC
354,CCC(C)(C)O
355,CC(Cl)(Cl)Cl
356,N[C@@H](Cc1ccccc1)C(=O)O
357,O=C[C@H](O)[C@@H](O)[C@@H](O)CO
358,COC(=O)c1ccccc1
359,CC(C)[N+](=O)[O-]
360,C[N+](C)(C)C.NCC(=O)[O-]
361,CCCCOCCCC
362,CCCCCCCCCCC
363,O=P(O)(O)OP(=O)(O)O
364,[Li+].[O-][Cl+3]([O-])([O-])[O-]
365,O=C([O-])c1ccccc1O.[Na+]
366,CCCCCCCCCl
367,CCCCCCCCCCCCCCCCCCCl
368,CCOCCO
369,CCCOC(=O)c1ccccc1
370,CCCCOC(=O)c1ccccc1
371,CC(C)C=O
372,CCCCCCCCCCCCCCCCCCC
373,CCCCCCCCCCCCCCCCCCCc1ccccc1
374,N#C[S-].[K+]
375,O.O.O.O.O.O=S(=O)([O-])[S-].[Na+].[Na+]
376,N#C[S-].[Na+]
377,O=C(O)/C=C\C(=O)O
378,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3]
379,CCN(CC)S(C)(=O)=O
380,OCCC1CCCCN1
381,C1=CCCCC1
382,COC(=O)CC(C)=O
383,CN1CCCN(C)C1=O
384,OCCCl
385,COCCO
386,C1COCO1
387,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
388,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Sr+2]
389,COCCOCCO
390,CCOCCOCCO
391,CCCCOCCOCCO
392,COCCOCCOCCO
393,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-]
394,Cc1ncc(CO)c(CO)c1O.Cl
395,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
396,CCCCCCCCCCCl
397,N[C@@H](Cc1c[nH]cn1)C(=O)O
398,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
399,CCCCCCCCCCCCCCCCCC(=O)OC
400,NN
401,CNN
402,CN(C)N
403,COC(C)(C)C
404,CC(C)[C@H](N)C(=O)O
405,CC1CCCCC1=O
406,CCC(=O)CC
407,CCCCC(C)=O
408,CCC1CCCCC1
409,CC(=O)CC(C)(C)O
410,COCC(C)O
411,CCOC(=O)CC
412,CCOC(=O)C(C)Br
413,CCOC(=O)CCBr
414,CCOC(=O)C(Br)CC
415,CCOC(=O)CCCBr
416,CCCCCCN
417,CCCCCCCCN
418,CCCCCCCCCCN
419,CCCCCCCCCCCCN
420,CCCN
421,CCCCCCCCCc1ccccc1
422,CC(=O)OC(C)C
423,ClC(Cl)C(Cl)(Cl)Cl
424,CN(C)P(=O)(N(C)C)N(C)C
425,CCCCOCCO
426,CC(=O)CC(C)=O
427,OCC(F)(F)F
428,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
429,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
430,Cc1ccncc1
431,CC(=O)OCC(COC(C)=O)OC(C)=O
432,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
433,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
434,CC(O)C(C)(C)C
435,CC(C)CC(C)O
436,CCC(CC)CO
437,CCCC(C)CO
438,CCCC(O)CC
439,CCC(C)(O)CC
440,CN(CCO)CCO
441,OCCNCCO
442,CCOC(=O)CCC(=O)OCC
443,NCCO
444,FC(F)C(F)(F)F
445,FCF
446,FCC(F)(F)F
447,CC(F)(F)F
448,[Br-].[Na+]
449,Cc1ccc(C(C)C)c(O)c1
450,CC12CCC(CC1)C(C)(C)O2
451,CC1CCCO1
452,ClC(Cl)(Cl)c1ccccc1
453,FC(F)(F)c1ccccc1
454,CCCOCCC
455,ClCCCCCl
456,N#CCCCCC#N
457,CC(C)(C)N
458,CCCC(C)C
459,CCC(C)CC
460,CCC(C)(C)C
461,CC(C)C(C)C
462,NCc1ccccc1
463,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
464,CCCC
465,ClCCCCl
466,COC(C)OC
467,OCC(F)(F)C(F)F
468,OCC(F)(F)C(F)(F)F
469,CC(C)(N)CO
470,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
471,CCCc1ccc[n+](C)c1.F[P-](F)(F)(F)(F)F
472,NCCN1CCNCC1
473,CC(C)CCCC(C)CCCC(C)CCCC(C)C
474,COC(=O)OC
475,CCOC(=O)OCC
476,CCC(C)(C)OC
477,CCOCCOCC
478,O=c1cc[nH]c(=O)[nH]1
479,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
480,CCCCOP(=O)(OCCCC)OCCCC
481,CN
482,CNC
483,CN(C)C
484,O=C(O)[C@@H](O)[C@@H](O)C(=O)O
485,Cc1ccc([S@@](=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)cc1
486,Cc1ccc(S(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)cc1
487,O=C(O)[C@H](O)[C@@H](O)C(=O)O
488,CC(=O)OC(C)C(C)C
489,C#CCO
490,Clc1cccc2ccccc12
491,CCC(C)CO
492,CC(C)C(C)O
493,ClC1CCCCC1
494,BrC1CCCCC1
495,CCC(O)CO
496,CC(O)C(C)O
497,CCC(=O)OC
498,CCCCCCCCCCCO
499,CCCOC(=O)CC
500,CCCCCCCCCCCCC
501,CC(O)CCO
502,Cc1cccc([N+](=O)[O-])c1
503,CCCCCCCl
504,CCCCCCBr
505,CCCc1ccccc1
506,CCCCCCCCCCCC(=O)OCC
507,COC(=O)c1ccccc1O
508,O=C(OCc1ccccc1)c1ccccc1O
509,C1CCOCC1
510,CC1CCC(C)O1
511,CCCCCCCCCCCCO
512,CC(CCO)CC(C)(C)C
513,CCOCCOCCOCC
514,CCCCOCCOCCOCCCC
515,CC(N)CN
516,C#CC(C)(C)O
517,C=CC(C)O
518,COC=O
519,CCCOCCO
520,CC(C)OCCO
521,C=COC(C)=O
522,CCOC(=O)CCl
523,CCOC(=O)C(=O)OCC
524,CCCCOC(=O)c1ccccc1C(=O)OCCCC
525,CCCNCCC
526,OCCN(CCO)CCO
527,CCOC(=O)CC(C)=O
528,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
529,CCCCCCCCCCCCCCCCCC
530,CC(C)CC(C)C
531,CCCC[N+](CCCC)(CCCC)CCCC.[I-]
532,CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])[O-]
533,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
534,CCC(C)N
535,NC(CO)(CO)CO
536,NCCCN
537,CC(=O)OCCC(C)C
538,C1CC[C@H]2CCCC[C@H]2C1
539,C1CC[C@H]2CCCC[C@@H]2C1
540,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-]
541,CCCC(=O)[O-].[Na+]
542,N#CCCO
543,CC(=O)[O-].CC[n+]1ccn(C)c1
544,CCCC[N+](C)(CCCC)CCCC.N#C[N-]C#N
545,CCC(N)(CO)CO
546,CCC(C)C(C)C
547,[Cl-].[NH4+]
548,[Cl-].[Cl-].[Cu+2]
549,O=S(=O)([O-])[O-].[Co+2]
550,O=S(=O)([O-])[O-].[Cu+2]
551,O=S(=O)([O-])[O-].[Mg+2]
552,CNCCO
553,C=C(C)[C@@H]1CC=C(C)CC1
554,C=CC(C)(O)CCC=C(C)C
555,CC1=CCC2CC1C2(C)C
556,C=C1CCC2CC1C2(C)C
557,CCCOC(=O)CCC
558,NCCOCCO
559,CCCCC(CC)COC(C)=O
560,CC(C)CCl
561,CCCCC(=O)OCC
562,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F
563,CCCOCC(C)O
564,CCCCOCC(C)O
565,COCC(C)OCC(C)O
566,CCCOCC(C)OCC(C)O
567,CCCCOCCCOCCCO
568,F[B-](F)(F)F.[NH3+]CCO
569,C[NH+](CCO)CCO.F[B-](F)(F)F
570,C[NH+](CCO)CCO.[Cl-]
571,C[NH+](CCO)CCO.C[NH+](CCO)CCO.C[NH+](CCO)CCO.O=P([O-])([O-])[O-]
572,CN(CCO)CCO.CN(CCO)CCO.O=S(=O)(O)O
573,CC(O)CNCC(C)O
574,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
575,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
576,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
577,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
578,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
579,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
580,C=CN1CCCC1=O
581,CCOCCC(=O)OCC
582,C=C(C)C(=O)OCCO
583,CN1CCNCC1
584,CC/C=C\CCOC=O
585,CCC/C=C/COC(C)=O
586,CC/C=C\CCOC(C)=O
587,CCCCCC(=O)OCC
588,CCOC(=O)C(C)CC
589,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
590,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
591,CCNCCO
592,CN(C)CCO
593,CCCCCC=O
594,CCCCCCCC=O
595,CCCCCCCCC=O
596,CCCCCCCCCC=O
597,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
598,OCCc1ccccc1
599,OCCCc1ccccc1
600,CC1OC(C)OC(C)O1
601,O=C(O)c1cccnc1
602,CCCCCC(=O)[O-].[Na+]
603,CC(C)OC(C)C
604,CC(=O)N1CCOCC1
605,[Ca+2].[Cl-].[Cl-]
606,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ni+2]
607,[Cl-].[Li+]
608,CC(C)CN
609,CCCCc1ccccc1
610,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
611,COCOCOC
612,COCOCOCOC
613,CN(C)CCCN
614,[2H]C([2H])([2H])[N+](=O)[O-]
615,[2H]OCCCCC
616,COCOCOCOCOC
617,OCCCOCCCO
618,CC(O)COC(C)COC(C)CO
619,C[NH+](C)CCO.O=C([O-])CCCC(=O)O
620,CC[N+](CC)(CC)CC.[OH-]
621,CCC[N+](CCC)(CCC)CCC.[OH-]
622,CCCC[N+](CCCC)(CCCC)CCCC.[OH-]
623,CC(C)CC(=O)CC(C)C
624,C=C(C)C(=O)OCc1ccccc1
625,C=C(C)C(=O)O
626,CC[N+](CC)(CC)CC.O=C([O-])CCCC(=O)O
627,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Zn+2]
628,NCC(=O)NCC(=O)NCC(=O)O
629,O=C(O)C(O)C(O)C(=O)O
630,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO
631,NCC(=O)NCC(=O)O
632,CC(=O)[O-].CN1CCC[NH+]2CCCN=C12
633,C
634,NCC(=O)O
635,C[C@H](N)C(=O)O
636,CCCC(C)(C)O
637,CCOC(=O)CC(=O)OCC
638,CCOC(=O)C(Br)C(=O)OCC
639,CC[NH3+].O=[N+]([O-])[O-]
640,Clc1ccccc1Cl
641,CCC(C)Cl
642,CC(C)(C)Cl
643,CCn1cc[n+](C)c1.COP(=O)([O-])OC
644,CCCCn1cc[n+](C)c1.COP(=O)([O-])OC
645,CCCCn1cc[n+](C)c1.[Cl-]
646,CCCCCCn1cc[n+](C)c1.[Cl-]
647,CCCCCCCCn1cc[n+](C)c1.[Cl-]
648,CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
649,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
650,COCC(C)OC(C)=O
651,CC1CCCC1
652,O=C1CCCN1C1CCCCC1
653,NC1CCCCC1
654,CC(=O)c1ccc(Cl)cc1
655,O=C([O-])C(F)(F)F.[Cs+]
656,CCCC[n+]1ccn(C)c1.N#C[S-]
657,O=C(O)C1CCCCC1
658,CC(=O)OC1CCCCC1
659,CC(=O)OCCC1CCCCC1
660,CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Na+]
661,C1CCCCCCC1
662,NO.O=S(=O)(O)O
663,O=S(=O)([O-])[O-].[NH4+].[NH4+]
664,CCOC(=O)C(C)O
665,CC=CC(=O)O
666,CCCC[n+]1ccn(C)c1.[O-][Cl+3]([O-])([O-])[O-]
667,CCCn1cc[n+](C)c1C.F[B-](F)(F)F
668,CCOS(=O)(=O)[O-].CC[n+]1ccccc1
669,CC(O)C(=O)[O-].C[N+](C)(C)CCO
670,C[N+](C)(C)CCO.O=C([O-])CO
671,CCOC(C)(C)C
672,CCOCCOCCOCCO
673,CC(C)N
674,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
675,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-]
676,[Cl-].[Cl-].[Cl-].[La+3]
677,CS(=O)(=O)[O-].C[NH+]1CCCC1=O
678,C[NH+]1CCCC1=O.O=S(=O)([O-])c1ccccc1
679,C[NH+]1CCCC1=O.Cc1ccc(S(=O)(=O)[O-])cc1
680,COc1cc(-c2cc(-c3ccccc3O)[nH]c(=O)c2C#N)ccc1O
681,COc1cc(-c2cc(-c3ccc(O)cc3)[nH]c(=O)c2C#N)ccc1O
682,COc1cc(-c2cc(-c3ccc(Cl)cc3)[nH]c(=O)c2C#N)ccc1O
683,COc1cc(-c2cc(-c3ccccc3)[nH]c(=O)c2C#N)ccc1O
684,CCN(CC)CCO
